timestamp,temperature,humidity,pressure,rain_mm,rain_analog,battery_pct
2023-06-28 20:00:00,26.5,89,1008.3,0.5,402,96
2023-06-28 21:00:00,26.6,89,1008.5,0.2,441,99
2023-06-28 22:00:00,26.8,89,1008.8,0.4,613,91
2023-06-28 23:00:00,26.8,90,1009.2,0.1,996,95
2023-06-29 00:00:00,26.5,92,1008.6,0.0,984,94
2023-06-29 01:00:00,26.5,93,1007.9,0.0,985,91
2023-06-29 02:00:00,26.2,93,1007.4,0.0,999,98
2023-06-29 03:00:00,26.0,93,1006.9,0.0,953,96
2023-06-29 04:00:00,25.9,93,1006.8,0.0,951,92
2023-06-29 05:00:00,25.6,93,1006.9,0.0,955,96
2023-06-29 06:00:00,25.8,93,1007.5,0.0,1003,95
2023-06-29 07:00:00,27.0,90,1008.2,0.0,953,96
2023-06-29 08:00:00,28.3,84,1008.0,0.0,1003,93
2023-06-29 09:00:00,29.9,74,1008.2,0.1,1012,99
2023-06-29 10:00:00,30.8,69,1008.4,0.1,967,97
2023-06-29 11:00:00,31.5,67,1007.9,0.0,993,97
2023-06-29 12:00:00,31.6,67,1006.9,0.2,511,96
2023-06-29 13:00:00,31.8,68,1006.2,0.1,1011,96
2023-06-29 14:00:00,32.5,64,1004.6,0.0,963,99
2023-06-29 15:00:00,27.1,81,1005.6,13.2,194,97
2023-06-29 16:00:00,27.5,84,1004.8,4.1,147,90
2023-06-29 17:00:00,27.5,86,1004.9,0.6,620,95
2023-06-29 18:00:00,27.5,84,1005.5,0.3,564,91
2023-06-29 19:00:00,26.8,86,1005.9,0.0,1011,90
2023-06-29 20:00:00,26.5,89,1007.4,0.1,989,99
2023-06-29 21:00:00,26.5,90,1007.8,0.1,1002,96
2023-06-29 22:00:00,26.5,91,1008.3,0.0,973,95
2023-06-29 23:00:00,26.6,91,1008.3,0.0,975,94
2023-06-30 00:00:00,26.5,92,1008.1,0.0,1009,94
2023-06-30 01:00:00,26.4,94,1007.3,0.0,990,98
2023-06-30 02:00:00,26.5,91,1006.6,0.0,978,98
2023-06-30 03:00:00,26.4,93,1006.0,0.0,964,95
2023-06-30 04:00:00,26.1,95,1006.0,0.0,994,92
2023-06-30 05:00:00,26.0,95,1006.0,0.0,1014,96
2023-06-30 06:00:00,25.9,95,1006.9,0.0,1020,93
2023-06-30 07:00:00,27.1,90,1007.5,0.0,958,94
2023-06-30 08:00:00,28.3,86,1007.9,0.0,950,96
2023-06-30 09:00:00,29.3,82,1008.1,0.1,957,96
2023-06-30 10:00:00,30.4,77,1008.1,0.1,1012,99
2023-06-30 11:00:00,31.0,74,1007.7,0.3,488,97
2023-06-30 12:00:00,31.4,72,1006.9,0.3,430,90
2023-06-30 13:00:00,29.7,74,1006.1,1.0,512,94
2023-06-30 14:00:00,29.0,77,1005.2,3.5,262,98
2023-06-30 15:00:00,28.6,78,1005.1,0.6,638,96
2023-06-30 16:00:00,29.2,77,1004.9,0.1,954,91
2023-06-30 17:00:00,29.1,77,1004.8,0.0,990,90
2023-06-30 18:00:00,27.2,83,1006.1,0.9,377,97
2023-06-30 19:00:00,27.9,82,1006.5,0.7,484,98
2023-06-30 20:00:00,27.9,83,1007.4,0.0,1022,99
2023-06-30 21:00:00,27.8,83,1008.2,0.1,1021,94
2023-06-30 22:00:00,27.4,87,1009.1,0.5,617,95
2023-06-30 23:00:00,27.0,85,1008.8,1.5,382,91
2023-07-01 00:00:00,26.6,90,1008.2,0.3,397,94
2023-07-01 01:00:00,26.5,91,1007.3,0.2,411,93
2023-07-01 02:00:00,26.6,92,1007.0,0.0,986,97
2023-07-01 03:00:00,26.3,93,1005.7,0.0,993,97
2023-07-01 04:00:00,26.1,93,1005.6,0.0,984,94
2023-07-01 05:00:00,25.9,94,1006.1,0.0,1014,97
2023-07-01 06:00:00,25.9,95,1006.9,0.0,996,95
2023-07-01 07:00:00,26.7,90,1007.4,0.0,952,99
2023-07-01 08:00:00,27.8,85,1007.9,0.0,950,95
2023-07-01 09:00:00,29.7,75,1008.2,0.0,954,93
2023-07-01 10:00:00,30.7,70,1008.1,0.1,963,99
2023-07-01 11:00:00,30.8,71,1008.5,0.1,976,92
2023-07-01 12:00:00,31.8,66,1006.9,0.2,556,98
2023-07-01 13:00:00,29.0,74,1007.2,9.0,114,94
2023-07-01 14:00:00,28.4,82,1006.2,3.4,189,99
2023-07-01 15:00:00,28.5,82,1006.5,0.0,991,99
2023-07-01 16:00:00,26.7,87,1006.4,8.3,223,93
2023-07-01 17:00:00,26.8,86,1006.8,0.5,528,95
2023-07-01 18:00:00,25.8,88,1007.4,1.5,412,93
2023-07-01 19:00:00,26.5,87,1008.2,0.4,580,95
2023-07-01 20:00:00,26.0,88,1008.6,0.2,590,99
2023-07-01 21:00:00,25.9,90,1009.7,0.2,401,97
2023-07-01 22:00:00,25.8,90,1010.4,0.2,445,97
2023-07-01 23:00:00,25.6,91,1010.5,0.3,571,95
2023-07-02 00:00:00,25.5,93,1009.7,0.2,580,90
2023-07-02 01:00:00,25.4,92,1009.1,0.1,964,90
2023-07-02 02:00:00,25.2,92,1008.8,0.3,520,92
2023-07-02 03:00:00,25.2,91,1008.5,0.5,378,91
2023-07-02 04:00:00,25.2,92,1008.2,0.4,385,90
2023-07-02 05:00:00,25.2,92,1008.1,0.4,362,90
2023-07-02 06:00:00,25.3,91,1008.4,0.3,509,95
2023-07-02 07:00:00,25.9,90,1009.0,0.1,1020,96
2023-07-02 08:00:00,26.6,87,1009.5,0.7,536,97
2023-07-02 09:00:00,27.6,83,1009.9,0.2,592,92
2023-07-02 10:00:00,28.5,78,1009.9,0.0,977,90
2023-07-02 11:00:00,28.6,76,1009.6,0.0,1015,94
2023-07-02 12:00:00,29.0,75,1009.0,0.0,991,97
2023-07-02 13:00:00,29.0,75,1007.9,0.0,994,93
2023-07-02 14:00:00,29.0,75,1006.7,0.2,411,91
2023-07-02 15:00:00,29.5,76,1006.2,0.2,483,98
2023-07-02 16:00:00,29.5,75,1006.2,0.2,633,98
2023-07-02 17:00:00,27.0,83,1006.6,6.5,127,92
2023-07-02 18:00:00,26.7,86,1007.7,0.7,457,96
2023-07-02 19:00:00,25.9,91,1008.3,0.4,393,90
2023-07-02 20:00:00,25.8,92,1009.0,0.0,979,97
2023-07-02 21:00:00,25.7,94,1009.9,0.0,1011,97
2023-07-02 22:00:00,25.8,94,1010.7,0.0,1011,92
2023-07-02 23:00:00,25.5,94,1010.5,0.0,950,94
2023-07-03 00:00:00,25.4,95,1009.9,0.0,976,93
2023-07-03 01:00:00,25.0,96,1009.3,0.0,1011,96
2023-07-03 02:00:00,25.1,96,1008.8,0.0,952,96
2023-07-03 03:00:00,25.0,96,1008.5,0.0,1019,97
2023-07-03 04:00:00,25.2,96,1008.4,0.0,1021,94
2023-07-03 05:00:00,25.0,96,1008.4,0.0,976,94
2023-07-03 06:00:00,25.2,97,1008.9,0.0,958,97
2023-07-03 07:00:00,26.4,94,1009.7,0.0,1011,94
2023-07-03 08:00:00,27.5,88,1010.1,0.0,986,90
2023-07-03 09:00:00,28.5,83,1010.2,0.1,1000,92
2023-07-03 10:00:00,29.9,74,1009.8,0.0,993,91
2023-07-03 11:00:00,31.0,68,1009.4,0.0,973,99
2023-07-03 12:00:00,31.6,64,1008.7,0.0,1008,94
2023-07-03 13:00:00,32.0,62,1007.5,0.0,981,97
2023-07-03 14:00:00,30.5,68,1006.6,0.6,445,98
2023-07-03 15:00:00,29.8,74,1006.3,1.0,582,98
2023-07-03 16:00:00,27.7,80,1006.8,0.4,529,90
2023-07-03 17:00:00,27.0,83,1006.7,0.9,462,90
2023-07-03 18:00:00,26.6,87,1008.0,1.4,401,90
2023-07-03 19:00:00,27.4,84,1007.9,0.3,617,90
2023-07-03 20:00:00,26.4,88,1009.0,0.0,988,98
2023-07-03 21:00:00,26.0,90,1009.8,0.0,951,90
2023-07-03 22:00:00,25.8,91,1010.1,0.0,952,96
2023-07-03 23:00:00,25.6,92,1010.1,0.0,1005,95
2023-07-04 00:00:00,25.5,93,1009.7,0.0,1008,98
2023-07-04 01:00:00,25.4,93,1008.8,0.0,951,98
2023-07-04 02:00:00,25.1,94,1008.2,0.0,951,93
2023-07-04 03:00:00,25.0,94,1007.4,0.0,1003,98
2023-07-04 04:00:00,24.7,96,1007.1,0.0,950,95
2023-07-04 05:00:00,24.5,96,1007.5,0.0,968,94
2023-07-04 06:00:00,24.6,95,1008.1,0.0,951,98
2023-07-04 07:00:00,25.3,91,1008.8,0.0,1002,96
2023-07-04 08:00:00,26.5,86,1008.6,0.0,993,98
2023-07-04 09:00:00,28.0,79,1009.2,0.0,981,94
2023-07-04 10:00:00,29.5,73,1009.1,0.0,1019,93
2023-07-04 11:00:00,30.6,67,1008.6,0.0,981,99
2023-07-04 12:00:00,31.5,64,1008.2,0.0,1017,92
2023-07-04 13:00:00,32.0,61,1007.5,0.0,1004,94
2023-07-04 14:00:00,32.4,59,1006.7,0.0,1005,98
2023-07-04 15:00:00,32.2,59,1005.9,0.0,966,92
2023-07-04 16:00:00,32.2,57,1005.3,0.0,987,90
2023-07-04 17:00:00,31.4,62,1005.6,0.1,973,91
2023-07-04 18:00:00,30.0,74,1006.6,0.0,1018,99
2023-07-04 19:00:00,28.9,79,1007.1,0.0,1019,94
2023-07-04 20:00:00,28.2,83,1007.6,0.0,960,92
2023-07-04 21:00:00,27.8,86,1008.4,0.0,965,95
2023-07-04 22:00:00,27.3,89,1008.7,0.0,1022,97
2023-07-04 23:00:00,27.0,93,1008.9,0.0,1008,95
2023-07-05 00:00:00,26.7,93,1008.3,0.0,1019,99
2023-07-05 01:00:00,26.4,93,1007.4,0.0,952,98
2023-07-05 02:00:00,25.9,93,1006.8,0.0,969,95
2023-07-05 03:00:00,25.5,94,1006.4,0.0,1008,94
2023-07-05 04:00:00,25.4,95,1006.5,0.0,985,93
2023-07-05 05:00:00,25.2,96,1006.8,0.0,968,91
2023-07-05 06:00:00,25.5,95,1007.4,0.0,1016,95
2023-07-05 07:00:00,26.6,89,1007.6,0.0,968,91
2023-07-05 08:00:00,27.9,85,1008.0,0.0,969,94
2023-07-05 09:00:00,29.2,80,1008.3,0.1,1020,90
2023-07-05 10:00:00,30.4,76,1008.2,0.2,477,92
2023-07-05 11:00:00,31.1,72,1007.9,0.2,388,99
2023-07-05 12:00:00,31.3,73,1007.1,0.5,478,94
2023-07-05 13:00:00,31.5,75,1006.2,0.6,616,96
2023-07-05 14:00:00,30.3,78,1006.0,2.2,284,97
2023-07-05 15:00:00,26.4,88,1006.2,9.6,277,96
2023-07-05 16:00:00,25.6,91,1005.5,0.4,500,96
2023-07-05 17:00:00,26.7,86,1005.7,0.1,980,91
2023-07-05 18:00:00,26.7,85,1006.5,0.1,991,95
2023-07-05 19:00:00,26.2,86,1006.7,0.1,956,94
2023-07-05 20:00:00,26.1,89,1007.3,0.3,601,98
2023-07-05 21:00:00,25.6,91,1008.8,0.8,493,99
2023-07-05 22:00:00,25.5,87,1009.0,1.2,461,93
2023-07-05 23:00:00,25.1,89,1009.8,4.6,159,96
2023-07-06 00:00:00,24.8,92,1009.3,8.7,212,97
2023-07-06 01:00:00,24.9,93,1009.0,0.2,351,95
2023-07-06 02:00:00,24.5,92,1008.9,7.1,228,92
2023-07-06 03:00:00,24.5,93,1008.2,2.2,147,94
2023-07-06 04:00:00,24.3,94,1008.1,0.1,961,90
2023-07-06 05:00:00,24.3,95,1007.7,0.0,1018,97
2023-07-06 06:00:00,24.5,94,1008.3,0.0,986,91
2023-07-06 07:00:00,25.9,90,1008.5,0.0,981,99
2023-07-06 08:00:00,27.0,87,1008.7,0.0,958,96
2023-07-06 09:00:00,28.2,83,1009.2,0.0,968,98
2023-07-06 10:00:00,29.3,79,1009.0,0.0,997,90
2023-07-06 11:00:00,30.3,74,1008.6,0.0,952,93
2023-07-06 12:00:00,31.0,71,1008.1,0.0,969,96
2023-07-06 13:00:00,31.3,69,1007.4,0.1,973,98
2023-07-06 14:00:00,31.3,69,1006.2,0.1,1003,91
2023-07-06 15:00:00,31.4,68,1005.2,0.1,982,91
2023-07-06 16:00:00,27.4,86,1005.9,1.2,465,95
2023-07-06 17:00:00,27.6,84,1006.4,0.0,1021,92
2023-07-06 18:00:00,27.5,85,1007.5,0.0,985,93
2023-07-06 19:00:00,28.0,83,1007.7,0.0,987,92
2023-07-06 20:00:00,26.9,91,1008.5,0.0,974,90
2023-07-06 21:00:00,26.6,92,1009.7,0.0,967,95
2023-07-06 22:00:00,26.3,93,1009.6,0.0,1015,91
2023-07-06 23:00:00,26.0,96,1009.8,0.0,1003,91
2023-07-07 00:00:00,25.9,95,1009.7,0.0,984,96
2023-07-07 01:00:00,25.6,96,1009.0,0.0,1010,94
2023-07-07 02:00:00,25.5,97,1008.3,0.0,990,97
2023-07-07 03:00:00,25.4,98,1008.0,0.0,982,91
2023-07-07 04:00:00,25.3,98,1007.8,0.0,1017,99
2023-07-07 05:00:00,25.2,98,1008.1,0.0,982,97
2023-07-07 06:00:00,25.5,94,1008.4,0.0,963,96
2023-07-07 07:00:00,26.6,90,1009.4,0.0,970,99
2023-07-07 08:00:00,28.2,83,1009.3,0.0,997,97
2023-07-07 09:00:00,29.5,75,1009.6,0.0,969,92
2023-07-07 10:00:00,30.4,70,1009.5,0.0,957,97
2023-07-07 11:00:00,31.2,65,1009.4,0.0,956,95
2023-07-07 12:00:00,31.5,64,1009.0,0.1,1016,91
2023-07-07 13:00:00,31.4,67,1008.1,0.0,966,95
2023-07-07 14:00:00,29.1,77,1006.9,3.4,227,94
2023-07-07 15:00:00,29.4,76,1006.0,0.1,982,92
2023-07-07 16:00:00,30.6,69,1005.5,0.0,997,90
2023-07-07 17:00:00,29.5,74,1005.9,0.3,371,96
2023-07-07 18:00:00,28.4,80,1006.9,0.0,979,91
2023-07-07 19:00:00,28.6,81,1007.9,0.0,987,90
2023-07-07 20:00:00,28.2,83,1008.5,0.0,1000,90
2023-07-07 21:00:00,27.8,85,1009.5,0.0,1003,96
2023-07-07 22:00:00,27.5,86,1009.5,0.0,957,90
2023-07-07 23:00:00,27.1,88,1009.6,0.0,976,98
2023-07-08 00:00:00,26.9,89,1008.6,0.0,976,95
2023-07-08 01:00:00,26.5,92,1008.4,0.0,970,93
2023-07-08 02:00:00,26.2,94,1008.2,0.0,979,93
2023-07-08 03:00:00,26.2,95,1007.9,0.0,977,94
2023-07-08 04:00:00,26.2,95,1007.8,0.1,1013,91
2023-07-08 05:00:00,26.0,93,1008.1,0.2,496,94
2023-07-08 06:00:00,25.9,94,1008.6,0.1,953,91
2023-07-08 07:00:00,26.2,92,1009.9,0.6,384,93
2023-07-08 08:00:00,27.1,88,1010.3,0.1,1013,99
2023-07-08 09:00:00,28.4,83,1010.7,0.1,998,94
2023-07-08 10:00:00,29.5,77,1010.3,0.0,966,95
2023-07-08 11:00:00,29.8,74,1009.8,0.1,993,95
2023-07-08 12:00:00,30.0,73,1008.6,0.1,979,98
2023-07-08 13:00:00,29.4,75,1007.8,2.4,145,93
2023-07-08 14:00:00,30.1,74,1006.9,0.1,955,94
2023-07-08 15:00:00,29.2,73,1006.4,4.2,198,95
2023-07-08 16:00:00,28.5,76,1006.4,3.7,223,93
2023-07-08 17:00:00,28.4,77,1006.8,0.2,582,95
2023-07-08 18:00:00,26.8,84,1007.5,0.2,386,91
2023-07-08 19:00:00,27.9,85,1007.8,0.0,973,96
2023-07-08 20:00:00,27.7,89,1008.8,0.0,995,92
2023-07-08 21:00:00,27.4,89,1008.9,0.0,1002,99
2023-07-08 22:00:00,26.2,91,1009.7,1.7,444,93
2023-07-08 23:00:00,26.5,90,1009.3,0.0,1009,98
2023-07-09 00:00:00,26.1,91,1008.4,0.0,1012,94
2023-07-09 01:00:00,25.8,93,1008.3,0.0,981,98
2023-07-09 02:00:00,25.6,93,1008.0,0.0,982,99
2023-07-09 03:00:00,25.3,93,1008.1,0.0,1016,99
2023-07-09 04:00:00,25.5,92,1007.8,0.0,967,99
2023-07-09 05:00:00,25.4,93,1007.8,0.0,974,99
2023-07-09 06:00:00,25.0,93,1008.6,1.6,572,95
2023-07-09 07:00:00,26.1,91,1009.2,1.7,403,97
2023-07-09 08:00:00,27.5,87,1009.5,0.1,1007,94
2023-07-09 09:00:00,28.6,83,1009.9,0.2,523,94
2023-07-09 10:00:00,29.7,78,1009.8,0.2,629,92
2023-07-09 11:00:00,30.1,75,1009.3,0.3,463,96
2023-07-09 12:00:00,29.2,75,1008.9,4.6,131,91
2023-07-09 13:00:00,26.5,86,1007.9,4.0,274,92
2023-07-09 14:00:00,27.5,83,1007.3,0.3,500,91
2023-07-09 15:00:00,28.4,81,1007.2,0.2,476,97
2023-07-09 16:00:00,28.1,79,1007.2,1.0,504,93
2023-07-09 17:00:00,27.4,84,1007.6,0.0,951,99
2023-07-09 18:00:00,27.1,84,1008.5,0.0,966,97
2023-07-09 19:00:00,26.5,88,1009.0,0.0,982,97
2023-07-09 20:00:00,26.2,89,1009.7,0.0,958,97
2023-07-09 21:00:00,26.2,89,1009.9,0.0,992,97
2023-07-09 22:00:00,26.0,90,1009.5,0.0,997,97
2023-07-09 23:00:00,25.8,92,1009.0,0.0,988,98
2023-07-10 00:00:00,25.5,93,1008.4,0.0,991,91
2023-07-10 01:00:00,25.4,94,1008.0,0.0,975,98
2023-07-10 02:00:00,25.0,96,1007.9,0.0,999,97
2023-07-10 03:00:00,25.0,96,1007.7,0.0,974,99
2023-07-10 04:00:00,25.0,96,1007.4,0.0,973,90
2023-07-10 05:00:00,25.3,94,1007.7,0.0,962,94
2023-07-10 06:00:00,25.0,97,1008.2,0.0,1009,91
2023-07-10 07:00:00,25.8,94,1009.4,0.0,956,99
2023-07-10 08:00:00,27.2,87,1009.3,0.0,1006,94
2023-07-10 09:00:00,28.9,79,1009.4,0.0,985,97
2023-07-10 10:00:00,29.8,74,1009.0,0.0,994,98
2023-07-10 11:00:00,30.7,68,1008.1,0.0,969,98
2023-07-10 12:00:00,31.5,65,1007.6,0.0,1014,90
2023-07-10 13:00:00,31.8,62,1007.0,0.0,957,96
2023-07-10 14:00:00,32.0,61,1006.0,0.0,965,97
2023-07-10 15:00:00,31.7,62,1005.2,0.1,963,99
2023-07-10 16:00:00,29.8,74,1005.4,0.3,492,92
2023-07-10 17:00:00,28.6,76,1006.1,2.0,441,95
2023-07-10 18:00:00,28.0,80,1006.5,0.3,637,92
2023-07-10 19:00:00,28.1,87,1007.4,0.0,1012,98
2023-07-10 20:00:00,27.7,88,1008.0,0.0,1000,92
2023-07-10 21:00:00,27.5,89,1008.7,0.0,974,91
2023-07-10 22:00:00,27.0,90,1008.8,0.0,1007,98
2023-07-10 23:00:00,26.5,91,1008.7,0.0,1012,97
2023-07-11 00:00:00,26.1,93,1008.1,0.0,1011,97
2023-07-11 01:00:00,25.9,93,1007.9,0.0,971,91
2023-07-11 02:00:00,25.8,94,1007.7,0.0,1007,95
2023-07-11 03:00:00,25.5,95,1007.4,0.0,1007,94
2023-07-11 04:00:00,25.5,95,1007.7,0.0,998,91
2023-07-11 05:00:00,25.3,95,1008.2,0.0,1001,94
2023-07-11 06:00:00,25.6,93,1008.4,0.0,991,93
2023-07-11 07:00:00,26.4,91,1009.0,0.0,1019,98
2023-07-11 08:00:00,27.8,86,1009.3,0.0,964,90
2023-07-11 09:00:00,29.3,77,1009.3,0.0,1003,95
2023-07-11 10:00:00,30.5,71,1009.2,0.1,1009,96
2023-07-11 11:00:00,31.4,67,1008.6,0.1,957,95
2023-07-11 12:00:00,31.7,66,1007.8,0.0,1002,94
2023-07-11 13:00:00,32.3,64,1006.6,0.0,1009,93
2023-07-11 14:00:00,32.5,62,1005.8,0.0,954,94
2023-07-11 15:00:00,31.6,64,1005.2,0.0,1017,98
2023-07-11 16:00:00,30.7,68,1005.3,0.7,611,94
2023-07-11 17:00:00,28.8,76,1006.0,2.1,208,99
2023-07-11 18:00:00,28.8,77,1006.3,0.1,996,97
2023-07-11 19:00:00,28.7,81,1007.2,0.6,493,96
2023-07-11 20:00:00,28.4,85,1008.0,0.0,962,93
2023-07-11 21:00:00,27.7,88,1008.3,0.0,979,99
2023-07-11 22:00:00,27.4,92,1008.2,0.0,968,94
2023-07-11 23:00:00,27.3,90,1008.9,0.0,966,96
2023-07-12 00:00:00,27.1,92,1008.8,0.0,1012,95
2023-07-12 01:00:00,27.0,91,1008.5,0.0,968,92
2023-07-12 02:00:00,26.9,88,1007.7,0.0,1007,99
2023-07-12 03:00:00,26.5,91,1007.9,0.0,1004,92
2023-07-12 04:00:00,26.1,92,1008.0,0.0,1011,91
2023-07-12 05:00:00,25.8,95,1008.0,0.0,972,92
2023-07-12 06:00:00,26.0,93,1008.5,0.0,958,99
2023-07-12 07:00:00,24.4,91,1009.3,0.0,961,90
2023-07-12 08:00:00,25.9,87,1008.9,0.2,478,98
2023-07-12 09:00:00,28.0,80,1009.2,0.1,1007,91
2023-07-12 10:00:00,28.8,79,1009.0,0.0,950,92
2023-07-12 11:00:00,30.8,70,1008.1,0.0,983,94
2023-07-12 12:00:00,31.5,68,1007.6,0.0,997,99
2023-07-12 13:00:00,31.7,69,1006.7,0.1,950,93
2023-07-12 14:00:00,31.8,68,1005.8,0.1,965,94
2023-07-12 15:00:00,31.9,67,1005.4,0.5,538,95
2023-07-12 16:00:00,30.7,71,1005.3,0.8,541,94
2023-07-12 17:00:00,29.1,78,1005.6,0.6,418,99
2023-07-12 18:00:00,27.5,87,1006.2,0.0,971,90
2023-07-12 19:00:00,29.1,82,1006.3,0.0,1016,95
2023-07-12 20:00:00,28.8,86,1007.0,0.0,975,98
2023-07-12 21:00:00,28.3,89,1007.9,0.0,965,92
2023-07-12 22:00:00,27.8,93,1008.6,0.0,1000,91
2023-07-12 23:00:00,27.4,94,1008.8,0.0,1006,95
2023-07-13 00:00:00,27.0,95,1008.5,0.0,978,92
2023-07-13 01:00:00,26.9,95,1008.3,0.0,1018,93
2023-07-13 02:00:00,26.5,97,1007.6,0.0,996,95
2023-07-13 03:00:00,26.2,97,1007.1,0.0,1011,95
2023-07-13 04:00:00,26.1,97,1007.0,0.0,1018,91
2023-07-13 05:00:00,26.1,97,1007.0,0.0,965,92
2023-07-13 06:00:00,26.3,94,1007.3,0.0,997,98
2023-07-13 07:00:00,25.6,93,1008.1,0.0,988,91
2023-07-13 08:00:00,27.2,88,1008.4,0.0,982,92
2023-07-13 09:00:00,28.5,85,1008.1,0.0,972,98
2023-07-13 10:00:00,29.6,81,1007.7,0.1,959,93
2023-07-13 11:00:00,30.8,77,1007.1,0.2,595,90
2023-07-13 12:00:00,31.4,75,1006.6,0.6,449,91
2023-07-13 13:00:00,31.0,77,1005.1,0.4,639,92
2023-07-13 14:00:00,30.1,77,1004.9,8.8,279,98
2023-07-13 15:00:00,27.8,84,1005.8,3.0,237,98
2023-07-13 16:00:00,26.8,88,1004.8,0.5,599,95
2023-07-13 17:00:00,26.5,87,1005.8,2.8,246,95
2023-07-13 18:00:00,26.9,85,1006.6,1.5,445,92
2023-07-13 19:00:00,27.1,85,1006.6,0.0,950,94
2023-07-13 20:00:00,27.0,86,1007.5,0.2,353,93
2023-07-13 21:00:00,26.9,88,1008.5,0.3,365,99
2023-07-13 22:00:00,26.8,89,1008.8,0.8,629,99
2023-07-13 23:00:00,26.6,91,1009.3,0.8,596,98
2023-07-14 00:00:00,26.5,92,1008.3,0.2,607,98
2023-07-14 01:00:00,26.0,93,1007.7,0.0,981,90
2023-07-14 02:00:00,25.4,93,1006.8,0.0,973,97
2023-07-14 03:00:00,25.1,96,1006.4,0.0,961,98
2023-07-14 04:00:00,25.3,96,1006.0,0.0,999,94
2023-07-14 05:00:00,25.3,97,1005.9,0.0,984,93
2023-07-14 06:00:00,25.5,97,1006.5,0.0,982,99
2023-07-14 07:00:00,26.0,91,1008.1,0.0,982,93
2023-07-14 08:00:00,27.0,88,1008.5,0.0,1010,91
2023-07-14 09:00:00,28.5,82,1008.5,0.0,1000,98
2023-07-14 10:00:00,29.6,76,1008.0,0.1,992,94
2023-07-14 11:00:00,30.5,74,1007.4,0.1,961,92
2023-07-14 12:00:00,31.4,71,1006.8,0.3,414,95
2023-07-14 13:00:00,30.4,75,1005.5,1.6,517,98
2023-07-14 14:00:00,27.2,88,1005.0,4.2,173,98
2023-07-14 15:00:00,28.0,78,1004.7,1.4,392,94
2023-07-14 16:00:00,28.0,82,1004.4,1.3,393,97
2023-07-14 17:00:00,27.5,86,1005.2,1.2,634,93
2023-07-14 18:00:00,26.8,85,1006.4,2.4,240,94
2023-07-14 19:00:00,26.5,84,1006.3,1.0,361,96
2023-07-14 20:00:00,25.2,89,1007.9,4.5,194,96
2023-07-14 21:00:00,25.8,87,1008.1,0.8,602,96
2023-07-14 22:00:00,25.8,90,1008.3,0.6,591,97
2023-07-14 23:00:00,25.8,90,1008.4,0.5,384,94
